# This file is generated on 26-Aug-2022 at 15:50:58 and contains for each site, each satellite, frequency:
# att_scin = attenuation due to scintillation (dB).
# All parameters are computed by: ITU-R P.618-10 model.
# Attenuation due to clouds results are sorted acording to the site identification number:
#    _ 1 = Ljubljana 37.5GHz (Lat = 4.6040e+01 deg, Lon = 1.4512e+01 deg, Alt = 2.9800e-01 km)
# Stored values are organised as follow:
# Site number, Satellite number, Frequency (GHz), Elevation angle (deg), Elevation probability (), Time exceeded (%), att_scin (dB)
1, 2, 3.7500e+01, 1.0000e+01, 1.0000e+00, 1.3000e-01, 2.3497e+00
1, 2, 3.7500e+01, 1.0000e+01, 1.0000e+00, 2.1000e-01, 2.1445e+00
1, 2, 3.7500e+01, 1.0000e+01, 1.0000e+00, 3.5000e-01, 1.9353e+00
1, 2, 3.7500e+01, 1.0000e+01, 1.0000e+00, 6.0000e-01, 1.7231e+00
1, 2, 3.7500e+01, 1.0000e+01, 1.0000e+00, 9.5000e-01, 1.5472e+00
1, 2, 3.7500e+01, 1.0000e+01, 1.0000e+00, 1.7000e+00, 1.3286e+00
1, 2, 3.7500e+01, 1.0000e+01, 1.0000e+00, 3.0000e+00, 1.1172e+00
1, 2, 3.7500e+01, 1.0000e+01, 1.0000e+00, 5.1000e+00, 9.1893e-01
1, 2, 3.7500e+01, 1.0000e+01, 1.0000e+00, 8.3000e+00, 7.3425e-01
1, 2, 3.7500e+01, 1.0000e+01, 1.0000e+00, 1.2000e+01, 5.9163e-01
1, 2, 3.7500e+01, 1.0000e+01, 1.0000e+00, 1.9000e+01, 4.0918e-01
1, 2, 3.7500e+01, 1.0000e+01, 1.0000e+00, 3.0000e+01, 2.2133e-01
1, 2, 3.7500e+01, 1.0000e+01, 1.0000e+00, 4.0000e+01, 9.9023e-02
1, 2, 3.7500e+01, 1.0000e+01, 1.0000e+00, 5.5000e+01, -4.0481e-02
1, 2, 3.7500e+01, 1.0000e+01, 1.0000e+00, 7.2000e+01, -1.6219e-01
1, 2, 3.7500e+01, 1.0000e+01, 1.0000e+00, 9.0000e+01, -2.6585e-01
1, 2, 3.7500e+01, 1.0000e+01, 1.0000e+00, 9.9000e+01, -3.1095e-01
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 1.0000e-03, 3.2886e+00
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 2.0000e-03, 2.9460e+00
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 5.0000e-03, 2.5423e+00
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 8.0000e-03, 2.3548e+00
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 1.0000e-02, 2.2700e+00
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 1.6000e-02, 2.0998e+00
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 2.7000e-02, 1.9227e+00
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 4.5000e-02, 1.7611e+00
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 7.7000e-02, 1.6017e+00
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 1.3000e-01, 1.4555e+00
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 2.1000e-01, 1.3284e+00
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 3.5000e-01, 1.1988e+00
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 6.0000e-01, 1.0674e+00
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 9.5000e-01, 9.5839e-01
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 1.7000e+00, 8.2302e-01
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 3.0000e+00, 6.9207e-01
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 5.1000e+00, 5.6923e-01
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 8.3000e+00, 4.5483e-01
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 1.2000e+01, 3.6649e-01
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 1.9000e+01, 2.5347e-01
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 3.0000e+01, 1.3710e-01
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 4.0000e+01, 6.1340e-02
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 5.5000e+01, -2.5076e-02
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 7.2000e+01, -1.0047e-01
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 9.0000e+01, -1.6468e-01
1, 3, 3.7500e+01, 1.5000e+01, 1.0000e+00, 9.9000e+01, -1.9262e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 1.0000e-03, 2.3537e+00
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 2.0000e-03, 2.1085e+00
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 5.0000e-03, 1.8195e+00
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 8.0000e-03, 1.6853e+00
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 1.0000e-02, 1.6246e+00
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 1.6000e-02, 1.5028e+00
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 2.7000e-02, 1.3761e+00
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 4.5000e-02, 1.2604e+00
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 7.7000e-02, 1.1464e+00
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 1.3000e-01, 1.0417e+00
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 2.1000e-01, 9.5074e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 3.5000e-01, 8.5802e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 6.0000e-01, 7.6391e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 9.5000e-01, 6.8592e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 1.7000e+00, 5.8904e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 3.0000e+00, 4.9532e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 5.1000e+00, 4.0740e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 8.3000e+00, 3.2553e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 1.2000e+01, 2.6230e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 1.9000e+01, 1.8141e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 3.0000e+01, 9.8125e-02
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 4.0000e+01, 4.3901e-02
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 5.5000e+01, -1.7947e-02
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 7.2000e+01, -7.1908e-02
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 9.0000e+01, -1.1786e-01
1, 4, 3.7500e+01, 2.0000e+01, 1.0000e+00, 9.9000e+01, -1.3786e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 1.0000e-03, 1.8259e+00
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 2.0000e-03, 1.6357e+00
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 5.0000e-03, 1.4115e+00
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 8.0000e-03, 1.3074e+00
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 1.0000e-02, 1.2603e+00
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 1.6000e-02, 1.1658e+00
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 2.7000e-02, 1.0675e+00
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 4.5000e-02, 9.7776e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 7.7000e-02, 8.8930e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 1.3000e-01, 8.0813e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 2.1000e-01, 7.3754e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 3.5000e-01, 6.6561e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 6.0000e-01, 5.9261e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 9.5000e-01, 5.3211e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 1.7000e+00, 4.5695e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 3.0000e+00, 3.8424e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 5.1000e+00, 3.1604e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 8.3000e+00, 2.5253e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 1.2000e+01, 2.0348e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 1.9000e+01, 1.4073e-01
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 3.0000e+01, 7.6121e-02
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 4.0000e+01, 3.4057e-02
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 5.5000e+01, -1.3923e-02
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 7.2000e+01, -5.5783e-02
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 9.0000e+01, -9.1433e-02
1, 5, 3.7500e+01, 2.5000e+01, 1.0000e+00, 9.9000e+01, -1.0694e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 1.0000e-03, 1.4923e+00
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 2.0000e-03, 1.3368e+00
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 5.0000e-03, 1.1536e+00
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 8.0000e-03, 1.0685e+00
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 1.0000e-02, 1.0300e+00
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 1.6000e-02, 9.5282e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 2.7000e-02, 8.7245e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 4.5000e-02, 7.9911e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 7.7000e-02, 7.2682e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 1.3000e-01, 6.6047e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 2.1000e-01, 6.0278e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 3.5000e-01, 5.4399e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 6.0000e-01, 4.8433e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 9.5000e-01, 4.3488e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 1.7000e+00, 3.7346e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 3.0000e+00, 3.1404e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 5.1000e+00, 2.5830e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 8.3000e+00, 2.0639e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 1.2000e+01, 1.6630e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 1.9000e+01, 1.1502e-01
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 3.0000e+01, 6.2212e-02
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 4.0000e+01, 2.7834e-02
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 5.5000e+01, -1.1379e-02
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 7.2000e+01, -4.5591e-02
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 9.0000e+01, -7.4727e-02
1, 6, 3.7500e+01, 3.0000e+01, 1.0000e+00, 9.9000e+01, -8.7403e-02
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 1.0000e-03, 1.2656e+00
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 2.0000e-03, 1.1338e+00
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 5.0000e-03, 9.7839e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 8.0000e-03, 9.0622e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 1.0000e-02, 8.7360e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 1.6000e-02, 8.0810e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 2.7000e-02, 7.3993e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 4.5000e-02, 6.7773e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 7.7000e-02, 6.1642e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 1.3000e-01, 5.6016e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 2.1000e-01, 5.1123e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 3.5000e-01, 4.6137e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 6.0000e-01, 4.1077e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 9.5000e-01, 3.6883e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 1.7000e+00, 3.1674e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 3.0000e+00, 2.6634e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 5.1000e+00, 2.1907e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 8.3000e+00, 1.7504e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 1.2000e+01, 1.4104e-01
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 1.9000e+01, 9.7547e-02
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 3.0000e+01, 5.2763e-02
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 4.0000e+01, 2.3606e-02
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 5.5000e+01, -9.6504e-03
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 7.2000e+01, -3.8666e-02
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 9.0000e+01, -6.3377e-02
1, 7, 3.7500e+01, 3.5000e+01, 1.0000e+00, 9.9000e+01, -7.4128e-02
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 1.0000e-03, 1.1039e+00
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 2.0000e-03, 9.8890e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 5.0000e-03, 8.5337e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 8.0000e-03, 7.9043e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 1.0000e-02, 7.6197e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 1.6000e-02, 7.0485e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 2.7000e-02, 6.4539e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 4.5000e-02, 5.9114e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 7.7000e-02, 5.3766e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 1.3000e-01, 4.8858e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 2.1000e-01, 4.4591e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 3.5000e-01, 4.0242e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 6.0000e-01, 3.5828e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 9.5000e-01, 3.2170e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 1.7000e+00, 2.7626e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 3.0000e+00, 2.3231e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 5.1000e+00, 1.9108e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 8.3000e+00, 1.5267e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 1.2000e+01, 1.2302e-01
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 1.9000e+01, 8.5083e-02
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 3.0000e+01, 4.6021e-02
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 4.0000e+01, 2.0590e-02
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 5.5000e+01, -8.4174e-03
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 7.2000e+01, -3.3726e-02
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 9.0000e+01, -5.5279e-02
1, 8, 3.7500e+01, 4.0000e+01, 1.0000e+00, 9.9000e+01, -6.4656e-02
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 1.0000e-03, 9.8452e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 2.0000e-03, 8.8196e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 5.0000e-03, 7.6109e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 8.0000e-03, 7.0496e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 1.0000e-02, 6.7958e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 1.6000e-02, 6.2863e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 2.7000e-02, 5.7560e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 4.5000e-02, 5.2721e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 7.7000e-02, 4.7952e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 1.3000e-01, 4.3575e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 2.1000e-01, 3.9769e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 3.5000e-01, 3.5890e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 6.0000e-01, 3.1954e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 9.5000e-01, 2.8692e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 1.7000e+00, 2.4639e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 3.0000e+00, 2.0719e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 5.1000e+00, 1.7041e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 8.3000e+00, 1.3616e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 1.2000e+01, 1.0972e-01
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 1.9000e+01, 7.5883e-02
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 3.0000e+01, 4.1045e-02
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 4.0000e+01, 1.8364e-02
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 5.5000e+01, -7.5071e-03
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 7.2000e+01, -3.0079e-02
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 9.0000e+01, -4.9301e-02
1, 9, 3.7500e+01, 4.5000e+01, 1.0000e+00, 9.9000e+01, -5.7664e-02
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 1.0000e-03, 8.9434e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 2.0000e-03, 8.0117e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 5.0000e-03, 6.9138e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 8.0000e-03, 6.4038e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 1.0000e-02, 6.1733e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 1.6000e-02, 5.7105e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 2.7000e-02, 5.2288e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 4.5000e-02, 4.7892e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 7.7000e-02, 4.3560e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 1.3000e-01, 3.9584e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 2.1000e-01, 3.6126e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 3.5000e-01, 3.2603e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 6.0000e-01, 2.9027e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 9.5000e-01, 2.6063e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 1.7000e+00, 2.2382e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 3.0000e+00, 1.8821e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 5.1000e+00, 1.5480e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 8.3000e+00, 1.2369e-01
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 1.2000e+01, 9.9667e-02
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 1.9000e+01, 6.8932e-02
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 3.0000e+01, 3.7285e-02
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 4.0000e+01, 1.6681e-02
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 5.5000e+01, -6.8195e-03
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 7.2000e+01, -2.7324e-02
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 9.0000e+01, -4.4785e-02
1, 10, 3.7500e+01, 5.0000e+01, 1.0000e+00, 9.9000e+01, -5.2382e-02
