# This file is generated on 26-Aug-2022 at 15:52:19 and contains for each site, each satellite, frequency:
# att_comb = total attenuation (dB).
# All parameters are computed by: ITU-R P.618-10 model.
# Total attenuation results are sorted acording to the site identification number:
#    _ 1 = Ljubljana 37.5GHz (Lat = 4.6040e+01 deg, Lon = 1.4512e+01 deg, Alt = 2.9800e-01 km)
# Stored values are organised as follow:
# Site number, Satellite number, Frequency (GHz), Elevation angle (deg), Elevation probability (), Time exceeded (%), att_comb (dB)
1, 2, 3.7500e+01, 6.0000e+01, 1.0000e+00, 6.0000e-01, 9.3734e+00
1, 2, 3.7500e+01, 6.0000e+01, 1.0000e+00, 9.5000e-01, 7.3864e+00
1, 2, 3.7500e+01, 6.0000e+01, 1.0000e+00, 1.7000e+00, 5.4140e+00
1, 2, 3.7500e+01, 6.0000e+01, 1.0000e+00, 3.0000e+00, 3.9633e+00
1, 2, 3.7500e+01, 6.0000e+01, 1.0000e+00, 5.1000e+00, 2.9249e+00
1, 2, 3.7500e+01, 6.0000e+01, 1.0000e+00, 8.3000e+00, 2.1792e+00
1, 2, 3.7500e+01, 6.0000e+01, 1.0000e+00, 1.2000e+01, 1.7181e+00
1, 2, 3.7500e+01, 6.0000e+01, 1.0000e+00, 1.9000e+01, 1.2383e+00
1, 2, 3.7500e+01, 6.0000e+01, 1.0000e+00, 3.0000e+01, 8.7543e-01
1, 2, 3.7500e+01, 6.0000e+01, 1.0000e+00, 4.0000e+01, 7.2911e-01
1, 2, 3.7500e+01, 6.0000e+01, 1.0000e+00, 5.5000e+01, 6.0520e-01
1, 2, 3.7500e+01, 6.0000e+01, 1.0000e+00, 7.2000e+01, 5.4915e-01
1, 2, 3.7500e+01, 6.0000e+01, 1.0000e+00, 9.0000e+01, 5.1468e-01
1, 2, 3.7500e+01, 6.0000e+01, 1.0000e+00, 9.9000e+01, 5.0285e-01
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 1.0000e-03, 9.1225e+01
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 2.0000e-03, 7.9810e+01
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 5.0000e-03, 6.3860e+01
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 8.0000e-03, 5.5830e+01
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 1.0000e-02, 5.2137e+01
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 1.6000e-02, 4.4710e+01
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 2.7000e-02, 3.7129e+01
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 4.5000e-02, 3.0535e+01
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 7.7000e-02, 2.4521e+01
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 1.3000e-01, 1.9500e+01
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 2.1000e-01, 1.5598e+01
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 3.5000e-01, 1.2191e+01
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 6.0000e-01, 9.2968e+00
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 9.5000e-01, 7.3148e+00
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 1.7000e+00, 5.3495e+00
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 3.0000e+00, 3.9066e+00
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 5.1000e+00, 2.8763e+00
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 8.3000e+00, 2.1388e+00
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 1.2000e+01, 1.6840e+00
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 1.9000e+01, 1.2124e+00
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 3.0000e+01, 8.5638e-01
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 4.0000e+01, 7.1222e-01
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 5.5000e+01, 5.9002e-01
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 7.2000e+01, 5.3385e-01
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 9.0000e+01, 4.9904e-01
1, 3, 3.7500e+01, 6.5000e+01, 1.0000e+00, 9.9000e+01, 4.8698e-01
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 1.0000e-03, 9.1423e+01
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 2.0000e-03, 7.9981e+01
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 5.0000e-03, 6.3989e+01
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 8.0000e-03, 5.5936e+01
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 1.0000e-02, 5.2232e+01
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 1.6000e-02, 4.4783e+01
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 2.7000e-02, 3.7178e+01
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 4.5000e-02, 3.0562e+01
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 7.7000e-02, 2.4528e+01
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 1.3000e-01, 1.9492e+01
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 2.1000e-01, 1.5580e+01
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 3.5000e-01, 1.2165e+01
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 6.0000e-01, 9.2648e+00
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 9.5000e-01, 7.2804e+00
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 1.7000e+00, 5.3145e+00
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 3.0000e+00, 3.8731e+00
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 5.1000e+00, 2.8461e+00
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 8.3000e+00, 2.1127e+00
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 1.2000e+01, 1.6616e+00
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 1.9000e+01, 1.1952e+00
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 3.0000e+01, 8.4360e-01
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 4.0000e+01, 7.0071e-01
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 5.5000e+01, 5.7949e-01
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 7.2000e+01, 5.2301e-01
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 9.0000e+01, 4.8778e-01
1, 4, 3.7500e+01, 7.0000e+01, 1.0000e+00, 9.9000e+01, 4.7549e-01
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 1.0000e-03, 9.1592e+01
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 2.0000e-03, 8.0128e+01
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 5.0000e-03, 6.4101e+01
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 8.0000e-03, 5.6030e+01
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 1.0000e-02, 5.2317e+01
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 1.6000e-02, 4.4849e+01
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 2.7000e-02, 3.7224e+01
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 4.5000e-02, 3.0591e+01
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 7.7000e-02, 2.4540e+01
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 1.3000e-01, 1.9491e+01
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 2.1000e-01, 1.5572e+01
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 3.5000e-01, 1.2149e+01
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 6.0000e-01, 9.2438e+00
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 9.5000e-01, 7.2570e+00
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 1.7000e+00, 5.2901e+00
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 3.0000e+00, 3.8494e+00
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 5.1000e+00, 2.8244e+00
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 8.3000e+00, 2.0939e+00
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 1.2000e+01, 1.6455e+00
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 1.9000e+01, 1.1827e+00
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 3.0000e+01, 8.3436e-01
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 4.0000e+01, 6.9237e-01
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 5.5000e+01, 5.7183e-01
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 7.2000e+01, 5.1511e-01
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 9.0000e+01, 4.7956e-01
1, 5, 3.7500e+01, 7.5000e+01, 1.0000e+00, 9.9000e+01, 4.6709e-01
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 1.0000e-03, 9.1350e+01
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 2.0000e-03, 7.9906e+01
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 5.0000e-03, 6.3910e+01
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 8.0000e-03, 5.5856e+01
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 1.0000e-02, 5.2151e+01
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 1.6000e-02, 4.4699e+01
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 2.7000e-02, 3.7092e+01
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 4.5000e-02, 3.0475e+01
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 7.7000e-02, 2.4438e+01
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 1.3000e-01, 1.9404e+01
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 2.1000e-01, 1.5496e+01
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 3.5000e-01, 1.2084e+01
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 6.0000e-01, 9.1893e+00
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 9.5000e-01, 7.2102e+00
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 1.7000e+00, 5.2518e+00
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 3.0000e+00, 3.8182e+00
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 5.1000e+00, 2.7992e+00
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 8.3000e+00, 2.0737e+00
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 1.2000e+01, 1.6288e+00
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 1.9000e+01, 1.1703e+00
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 3.0000e+01, 8.2533e-01
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 4.0000e+01, 6.8452e-01
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 5.5000e+01, 5.6496e-01
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 7.2000e+01, 5.0841e-01
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 9.0000e+01, 4.7289e-01
1, 6, 3.7500e+01, 8.0000e+01, 1.0000e+00, 9.9000e+01, 4.6041e-01
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 1.0000e-03, 9.0367e+01
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 2.0000e-03, 7.9017e+01
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 5.0000e-03, 6.3168e+01
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 8.0000e-03, 5.5194e+01
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 1.0000e-02, 5.1527e+01
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 1.6000e-02, 4.4154e+01
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 2.7000e-02, 3.6630e+01
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 4.5000e-02, 3.0088e+01
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 7.7000e-02, 2.4122e+01
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 1.3000e-01, 1.9148e+01
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 2.1000e-01, 1.5289e+01
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 3.5000e-01, 1.1921e+01
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 6.0000e-01, 9.0635e+00
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 9.5000e-01, 7.1107e+00
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 1.7000e+00, 5.1789e+00
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 3.0000e+00, 3.7650e+00
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 5.1000e+00, 2.7602e+00
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 8.3000e+00, 2.0448e+00
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 1.2000e+01, 1.6061e+00
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 1.9000e+01, 1.1539e+00
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 3.0000e+01, 8.1376e-01
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 4.0000e+01, 6.7498e-01
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 5.5000e+01, 5.5716e-01
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 7.2000e+01, 5.0152e-01
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 9.0000e+01, 4.6659e-01
1, 7, 3.7500e+01, 8.5000e+01, 1.0000e+00, 9.9000e+01, 4.5432e-01
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 1.0000e-03, 9.4573e+01
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 2.0000e-03, 8.2813e+01
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 5.0000e-03, 6.6319e+01
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 8.0000e-03, 5.7994e+01
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 1.0000e-02, 5.4161e+01
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 1.6000e-02, 4.6443e+01
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 2.7000e-02, 3.8554e+01
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 4.5000e-02, 3.1682e+01
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 7.7000e-02, 2.5406e+01
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 1.3000e-01, 2.0168e+01
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 2.1000e-01, 1.6102e+01
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 3.5000e-01, 1.2547e+01
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 6.0000e-01, 9.5303e+00
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 9.5000e-01, 7.4684e+00
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 1.7000e+00, 5.4287e+00
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 3.0000e+00, 3.9369e+00
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 5.1000e+00, 2.8791e+00
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 8.3000e+00, 2.1281e+00
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 1.2000e+01, 1.6691e+00
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 1.9000e+01, 1.1979e+00
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 3.0000e+01, 8.4408e-01
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 4.0000e+01, 6.9873e-01
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 5.5000e+01, 5.7510e-01
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 7.2000e+01, 5.1540e-01
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 9.0000e+01, 4.7758e-01
1, 8, 3.7500e+01, 9.0000e+01, 1.0000e+00, 9.9000e+01, 4.6418e-01
